DriverNumber,Driver,Team,LapNumber,LapTime,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,IsPersonalBest,Position
12,2,6,72.0,79.009,3.0,22.866,35.872,20.271,207.0,191.0,261.0,279.0,0,1.0,True,False,18.0
12,2,6,73.0,73.651,3.0,19.33,34.832,19.489,211.0,196.0,262.0,282.0,0,2.0,True,True,18.0
12,2,6,74.0,73.518,3.0,19.187,34.864,19.467,212.0,197.0,261.0,283.0,0,3.0,True,True,18.0
12,2,6,75.0,74.834,3.0,19.39,35.555,19.889,207.0,194.0,254.0,283.0,0,4.0,True,False,18.0
14,1,1,1.0,88.332,1.0,20.229,38.958,21.505,172.0,178.0,256.0,273.0,0,2.0,False,False,6.0
14,1,1,2.0,107.072,1.0,36.339,45.88,24.853,76.0,171.0,197.0,241.0,0,3.0,False,True,6.0
14,1,1,3.0,109.211,1.0,32.549,47.333,29.329,121.0,142.0,202.0,255.0,0,4.0,False,False,6.0
14,1,1,4.0,99.675,1.0,31.606,46.693,21.376,119.0,174.0,263.0,240.0,0,5.0,False,True,6.0
14,1,1,5.0,80.94,1.0,21.215,38.446,21.279,180.0,179.0,262.0,272.0,0,6.0,False,True,6.0
14,1,1,6.0,80.424,1.0,21.36,38.05,21.014,184.0,179.0,257.0,278.0,0,7.0,False,True,6.0
14,1,1,7.0,80.222,1.0,21.21,37.915,21.097,190.0,181.0,256.0,271.0,0,8.0,False,True,6.0
14,1,1,8.0,79.105,1.0,20.807,37.418,20.88,196.0,184.0,256.0,270.0,0,9.0,False,True,6.0
14,1,1,9.0,82.183,1.0,20.318,40.954,20.911,202.0,184.0,257.0,272.0,0,10.0,False,False,6.0
14,1,1,10.0,80.167,1.0,20.298,39.123,20.746,197.0,185.0,257.0,277.0,0,11.0,False,False,6.0
14,1,1,11.0,77.469,1.0,20.465,36.583,20.421,200.0,187.0,256.0,275.0,0,12.0,False,True,6.0
14,1,1,12.0,77.319,1.0,20.378,36.539,20.402,201.0,186.0,256.0,276.0,0,13.0,False,True,6.0
14,1,1,13.0,76.411,1.0,20.107,36.105,20.199,203.0,190.0,255.0,275.0,0,14.0,False,True,6.0
14,1,1,14.0,76.295,1.0,20.05,35.994,20.251,202.0,191.0,255.0,276.0,0,15.0,False,True,5.0
14,1,1,15.0,75.593,1.0,19.849,35.665,20.079,205.0,192.0,257.0,274.0,0,16.0,False,True,5.0
14,1,1,16.0,94.168,1.0,20.009,35.857,38.302,197.0,191.0,259.0,277.0,0,17.0,False,False,6.0
14,1,1,17.0,80.283,2.0,22.958,37.053,20.272,189.0,186.0,256.0,276.0,0,2.0,False,False,7.0
