DriverNumber,Driver,Team,LapNumber,LapTime,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,Position,lap_delta,position_change,cumulative_position_change,pit_stop,pit_stop_count,laps_in_stint,tyre_age_normalized,rolling_avg_lap_time_3,rolling_std_lap_time_3,rolling_avg_lap_time_5,rolling_std_lap_time_5,rolling_avg_lap_time_10,rolling_std_lap_time_10,rolling_avg_position_3,rolling_avg_position_5,rolling_std_sector1time_5,rolling_std_sector2time_5,rolling_std_sector3time_5,laps_completed,personal_bests_count,race_progress,race_phase,race_phase_encoded,fresh_tyre_numeric,speed_consistency,max_speed,min_speed,speed_range,speed_i1_to_fl_ratio,speed_improvement,position_stint_interaction
23,0,8,37.0,80.775,2.0,21.591,37.967,21.217,189.0,175.0,256.0,275.0,0,36.0,True,9.0,-0.8529999999999944,-0.0,4.0,False,1,36,0.4736842105263157,80.40633333333334,1.441794830405703,79.96880000000002,1.189226092720908,80.2153,0.97125394887628,9.0,9.0,0.2499263891628934,0.7120009129207177,0.2824797337862891,37,12,0.4743589743589743,2,1,1,49.16214668489026,275.0,175.0,100.0,0.7354085603112841,67.0,18.0
23,0,8,38.0,80.314,2.0,21.152,37.677,21.485,187.0,168.0,256.0,276.0,0,37.0,True,9.0,-0.4610000000000127,-0.0,4.0,False,1,37,0.4868421052631579,80.90566666666668,0.6666740830306405,80.13340000000001,1.1632324787454476,80.29570000000001,0.9391284434025942,9.0,9.0,0.2465495893324546,0.6897983038540586,0.3176715284692215,38,12,0.4871794871794871,2,1,1,52.32192019921797,276.0,168.0,108.0,0.7276264591439688,69.0,18.0
23,0,8,39.0,80.389,2.0,21.367,37.774,21.248,190.0,175.0,256.0,275.0,0,38.0,True,9.0,0.0750000000000028,-0.0,4.0,False,1,38,0.5,80.49266666666666,0.2473667984686502,80.3844,1.0202898115772527,80.30749999999999,0.93952485029343,9.0,9.0,0.2333158802996512,0.6278483097054081,0.2609850570434453,39,12,0.5,2,1,1,48.92851929090027,275.0,175.0,100.0,0.7392996108949417,66.0,18.0
23,0,8,40.0,79.812,2.0,20.846,37.656,21.31,195.0,166.0,257.0,275.0,0,39.0,True,9.0,-0.5769999999999982,-0.0,4.0,False,1,39,0.5131578947368421,80.17166666666667,0.313729713263712,80.5836,0.6770016983792636,80.1448,0.8592553364441565,9.0,9.0,0.2812726435329282,0.4210644843725716,0.1598477400527429,40,12,0.5128205128205128,2,1,1,51.29246208427381,275.0,166.0,109.0,0.7558139534883721,62.0,18.0
23,0,8,41.0,79.329,2.0,20.972,37.375,20.982,192.0,178.0,256.0,275.0,0,40.0,True,9.0,-0.4830000000000041,-0.0,4.0,False,1,40,0.5263157894736842,79.84333333333332,0.5306941991245427,80.12379999999999,0.561136079403458,79.9836,0.8443681660711799,9.0,9.0,0.2997237061028088,0.2146711438455153,0.1814725874614991,41,12,0.5256410256410257,2,1,1,47.46489931166679,275.0,178.0,97.0,0.7470817120622568,64.0,18.0
23,0,8,42.0,80.084,2.0,21.403,37.569,21.112,188.0,176.0,256.0,276.0,0,41.0,True,9.0,0.7550000000000097,-0.0,4.0,False,1,41,0.5394736842105263,79.74166666666666,0.3823824433527409,79.98559999999999,0.4305581257022597,79.9772,0.8432253948625323,9.0,9.0,0.2424778340385016,0.1503386177931111,0.1917962460528669,42,12,0.5384615384615384,2,1,1,49.42334131426837,276.0,176.0,100.0,0.7315175097276264,68.0,18.0
23,0,8,43.0,79.496,2.0,21.022,37.395,21.079,192.0,177.0,256.0,276.0,0,42.0,True,9.0,-0.5880000000000081,-0.0,4.0,False,1,42,0.5526315789473685,79.63633333333333,0.3965808025918353,79.822,0.4299877900687422,79.9777,0.8429064861055775,9.0,9.0,0.2488282540227373,0.1705511653432584,0.1321370500653515,43,12,0.5512820512820513,2,1,1,48.14820868942063,276.0,177.0,99.0,0.7470817120622568,64.0,18.0
23,0,8,44.0,79.683,2.0,21.013,37.472,21.198,194.0,174.0,257.0,276.0,0,43.0,True,9.0,0.1870000000000118,-0.0,4.0,False,1,43,0.5657894736842105,79.75433333333332,0.3004202606090576,79.6808,0.2905610084098735,80.03259999999999,0.79856123391939,9.0,9.0,0.2088389331518565,0.1186520122035171,0.1241579639007235,44,12,0.5641025641025641,2,1,1,48.944696682412214,276.0,174.0,102.0,0.751937984496124,63.0,18.0
23,0,8,45.0,81.748,2.0,21.867,37.986,21.895,181.0,170.0,255.0,275.0,0,44.0,True,9.0,2.0649999999999977,-0.0,4.0,False,1,44,0.5789473684210527,80.309,1.2497131669512138,80.068,0.980329791247959,80.3258,0.8394521757849035,9.0,9.0,0.3838584374479739,0.2503743197693055,0.3670104903132486,45,12,0.5769230769230769,2,1,1,52.50634882246781,275.0,170.0,105.0,0.70703125,74.0,18.0
23,0,8,46.0,80.594,2.0,21.38,37.939,21.275,193.0,178.0,256.0,275.0,0,45.0,True,9.0,-1.1540000000000106,-0.0,4.0,False,1,45,0.5921052631578947,80.675,1.034880186133313,80.321,0.9020388016090696,80.2224,0.7158064914540611,9.0,9.0,0.350466118191185,0.2725907188440964,0.3348666898931127,46,12,0.5897435897435898,2,1,1,47.23346271447817,275.0,178.0,97.0,0.7509727626459144,63.0,18.0
23,0,8,47.0,80.462,2.0,21.142,37.705,21.615,192.0,172.0,256.0,274.0,0,46.0,True,9.0,-0.1319999999999908,-0.0,4.0,False,1,46,0.6052631578947368,80.93466666666666,0.70745270724249,80.3966,0.893004926978763,80.1911,0.6955137908106271,9.0,9.0,0.3575439833083471,0.2664344196982459,0.3353920094456162,47,12,0.6025641025641025,2,1,1,49.16299421312742,274.0,172.0,102.0,0.7470817120622568,64.0,18.0
23,0,8,48.0,79.321,2.0,20.659,37.436,21.226,199.0,175.0,256.0,275.0,0,47.0,True,9.0,-1.1410000000000051,-0.0,4.0,False,1,47,0.618421052631579,80.12566666666667,0.699980237567092,80.3616,0.9393536605604582,80.09179999999999,0.7451338134016098,9.0,9.0,0.4493213771900933,0.2551142881140562,0.3038168856399661,48,12,0.6153846153846154,2,1,1,47.01329599166602,275.0,175.0,100.0,0.77431906614786,57.0,18.0
23,0,8,49.0,79.378,2.0,20.802,37.344,21.232,201.0,176.0,257.0,277.0,0,48.0,True,9.0,0.0570000000000021,-0.0,4.0,False,1,48,0.631578947368421,79.72033333333333,0.6429341591363429,80.3006,1.0022359001793548,79.9907,0.7685476995873973,9.0,9.0,0.4814659904915441,0.288857231171287,0.2973067439530563,49,12,0.6282051282051282,2,1,1,47.16902232044529,277.0,176.0,101.0,0.7790697674418605,56.0,18.0
23,0,8,50.0,79.268,2.0,20.949,37.161,21.158,197.0,177.0,266.0,278.0,0,49.0,True,9.0,-0.1099999999999994,-0.0,4.0,False,1,49,0.6447368421052632,79.32233333333333,0.0550121167037345,79.80460000000001,0.6631597089752976,79.9363,0.8011629116387741,9.0,9.0,0.283604125498923,0.3068607175901568,0.180351601046318,50,12,0.6410256410256411,2,1,1,49.98999899979995,278.0,177.0,101.0,0.7378277153558053,69.0,18.0
23,0,8,51.0,78.863,2.0,20.82,36.923,21.12,195.0,177.0,263.0,278.0,0,50.0,True,9.0,-0.4050000000000011,-0.0,4.0,False,1,50,0.6578947368421053,79.16966666666667,0.2712163951242175,79.45840000000001,0.596512614793787,79.88969999999999,0.8523302762863705,9.0,9.0,0.1815028925389709,0.2936642640839195,0.1983990927397869,51,12,0.6538461538461539,2,1,1,49.71502120419274,278.0,177.0,101.0,0.7386363636363636,68.0,18.0
23,0,8,52.0,81.554,2.0,21.83,38.223,21.501,173.0,173.0,256.0,275.0,0,51.0,True,9.0,2.6910000000000025,-0.0,4.0,False,1,51,0.6710526315789473,79.895,1.4509365939458112,79.6768,1.0687776661252688,80.0367,1.0030095877945304,9.0,9.0,0.4686859289545692,0.4911459050017093,0.1493579592789464,52,12,0.6666666666666666,1,2,1,53.96526660732809,275.0,173.0,102.0,0.6731517509727627,83.0,18.0
23,0,8,53.0,80.7,2.0,21.025,37.229,22.446,191.0,176.0,162.0,276.0,0,52.0,True,9.0,-0.8539999999999992,-0.0,4.0,False,1,52,0.6842105263157895,80.37233333333334,1.375097935779323,79.95259999999999,1.1301724645416924,80.1571,1.0031562910727718,9.0,9.0,0.4264489418441611,0.4978644393807905,0.5540160647490008,53,12,0.6794871794871795,1,2,1,51.2209267129494,276.0,162.0,114.0,1.1717791411042944,-29.0,18.0
23,0,8,54.0,83.647,2.0,23.983,38.443,21.221,105.0,183.0,260.0,280.0,0,53.0,True,9.0,2.9470000000000027,-0.0,4.0,False,1,53,0.6973684210526315,81.967,1.5162879013075756,80.80640000000001,1.9224147054182783,80.55350000000001,1.4697015758638594,9.0,9.0,1.3248325554574734,0.6869098921983472,0.5553239595046919,54,12,0.6923076923076923,1,2,1,79.82898387594989,280.0,105.0,175.0,0.4022988505747126,155.0,18.0
23,0,8,55.0,79.085,2.0,20.976,37.269,20.84,185.0,179.0,268.0,282.0,0,54.0,True,9.0,-4.562000000000012,-0.0,4.0,False,1,54,0.7105263157894737,81.144,2.3131824397680973,80.7698,1.9603927411639843,80.2872,1.470476476024395,9.0,9.0,1.3209465167068577,0.6713410459669105,0.6174708900020869,55,12,0.7051282051282052,1,2,1,54.05244366970532,282.0,179.0,103.0,0.6877323420074349,83.0,18.0
23,0,8,56.0,78.796,2.0,20.794,36.963,21.039,193.0,181.0,266.0,283.0,0,55.0,True,9.0,-0.2889999999999872,-0.0,4.0,False,1,55,0.7236842105263158,80.50933333333334,2.7211384259137965,80.7564,1.976844783893879,80.10740000000001,1.5372045479039729,9.0,9.0,1.3254521115453326,0.661158679894582,0.6284578744832219,56,13,0.717948717948718,1,2,1,51.227434056372566,283.0,181.0,102.0,0.7228464419475655,73.0,18.0
